"module name","license","repository"
"@types/send@0.17.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/stack-utils@2.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/superagent@8.1.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/supertest@6.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@9.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/validator@13.15.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/wait-on@5.3.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@21.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@17.0.33","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@typescript-eslint/eslint-plugin@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/parser@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/project-service@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/scope-manager@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/tsconfig-utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/type-utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/types@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/typescript-estree@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/utils@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@typescript-eslint/visitor-keys@8.38.0","MIT","https://github.com/typescript-eslint/typescript-eslint"
"@ungap/structured-clone@1.3.0","ISC","https://github.com/ungap/structured-clone"
"@unrs/resolver-binding-darwin-arm64@1.11.1","MIT","https://github.com/unrs/unrs-resolver"
"@vitejs/plugin-react@4.7.0","MIT","https://github.com/vitejs/vite-plugin-react"
"@vitest/coverage-v8@1.6.1","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@2.0.5","MIT","https://github.com/vitest-dev/vitest"
"@vitest/expect@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/mocker@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@2.0.5","MIT","https://github.com/vitest-dev/vitest"
"@vitest/pretty-format@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/runner@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/snapshot@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@2.0.5","MIT","https://github.com/vitest-dev/vitest"
"@vitest/spy@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@2.0.5","MIT","https://github.com/vitest-dev/vitest"
"@vitest/utils@2.1.9","MIT","https://github.com/vitest-dev/vitest"
"@yr/monotone-cubic-spline@1.0.3","MIT","https://github.com/YR/monotone-cubic-spline"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@2.0.0","MIT","https://github.com/jshttp/accepts"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn-walk@8.3.4","MIT","https://github.com/acornjs/acorn"
"acorn@8.15.0","MIT","https://github.com/acornjs/acorn"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@7.1.4","MIT","https://github.com/TooTallNate/proxy-agents"
"agentkeepalive@4.6.0","MIT","https://github.com/node-modules/agentkeepalive"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@6.2.1","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@6.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@6.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansis@3.17.0","ISC","https://github.com/webdiscus/ansis"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"apexcharts@5.3.1","Custom: https://apexcharts.com/media/apexcharts-logo.png","https://github.com/apexcharts/apexcharts.js"
"app-root-dir@1.0.2","MIT","https://github.com/philidem/node-app-root-dir"
"app-root-path@3.1.0","MIT","https://github.com/inxilpro/node-app-root-path"
"append-field@1.0.0","MIT","https://github.com/LinusU/node-append-field"
"append-transform@2.0.0","MIT","https://github.com/istanbuljs/append-transform"
"aproba@2.1.0","ISC","https://github.com/iarna/aproba"
"archy@1.0.0","MIT","https://github.com/substack/node-archy"
"are-we-there-yet@3.0.1","ISC","https://github.com/npm/are-we-there-yet"
"arg@4.1.3","MIT","https://github.com/zeit/arg"
"arg@5.0.2","MIT","https://github.com/vercel/arg"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"aria-hidden@1.2.6","MIT","https://github.com/theKashey/aria-hidden"
"aria-query@5.3.0","Apache-2.0","https://github.com/A11yance/aria-query"
"array-union@2.1.0","MIT","https://github.com/sindresorhus/array-union"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"ast-types@0.16.1","MIT","https://github.com/benjamn/ast-types"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"autoprefixer@10.4.21","MIT","https://github.com/postcss/autoprefixer"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axios@1.10.0","MIT","https://github.com/axios/axios"
"babel-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"babel-jest@30.0.5","MIT","https://github.com/jestjs/jest"
"babel-plugin-istanbul@6.1.1","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-istanbul@7.0.0","BSD-3-Clause","https://github.com/istanbuljs/babel-plugin-istanbul"
"babel-plugin-jest-hoist@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-plugin-jest-hoist@30.0.1","MIT","https://github.com/jestjs/jest"
"babel-preset-current-node-syntax@1.1.0","MIT","https://github.com/nicolo-ribaudo/babel-preset-current-node-syntax"
"babel-preset-jest@29.6.3","MIT","https://github.com/jestjs/jest"
"babel-preset-jest@30.0.1","MIT","https://github.com/jestjs/jest"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base64url@3.0.1","MIT","https://github.com/brianloveswords/base64url"
"basic-auth@2.0.1","MIT","https://github.com/jshttp/basic-auth"
"bcryptjs@3.0.2","BSD-3-Clause","https://github.com/dcodeIO/bcrypt.js"
"better-opn@3.0.2","MIT","https://github.com/ExiaSR/better-opn"
"better-sqlite3@11.10.0","MIT","https://github.com/WiseLibs/better-sqlite3"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bindings@1.5.0","MIT","https://github.com/TooTallNate/node-bindings"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"body-parser@2.2.0","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@1.1.12","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.2","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.3","MIT","https://github.com/micromatch/braces"
"browser-assert@1.2.1","MIT*","https://github.com/socialally/browser-assert"
"browserslist@4.25.1","MIT","https://github.com/browserslist/browserslist"
"bs-logger@0.2.6","MIT","https://github.com/huafu/bs-logger"
"bser@2.1.1","Apache-2.0","https://github.com/facebook/watchman"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buffer@6.0.3","MIT","https://github.com/feross/buffer"
"busboy@1.6.0","MIT","https://github.com/mscdex/busboy"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"c12@3.1.0","MIT","https://github.com/unjs/c12"
"cac@6.7.14","MIT","https://github.com/egoist/cac"
"cacache@15.3.0","ISC","https://github.com/npm/cacache"
"caching-transform@4.0.0","MIT","https://github.com/istanbuljs/caching-transform"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"call-bind@1.0.8","MIT","https://github.com/ljharb/call-bind"
"call-bound@1.0.4","MIT","https://github.com/ljharb/call-bound"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase-css@2.0.1","MIT","https://github.com/stevenvachon/camelcase-css"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"can-bind-to-host@1.1.2","MIT","https://github.com/knyzorg/can-bind-to-host"
"caniuse-lite@1.0.30001727","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chai@5.2.1","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chalk@5.4.1","MIT","https://github.com/chalk/chalk"
"char-regex@1.0.2","MIT","https://github.com/Richienb/char-regex"
"char-regex@2.0.2","MIT","https://github.com/Richienb/char-regex"
"chart.js@4.5.0","MIT","https://github.com/chartjs/Chart.js"
"check-error@2.1.1","MIT","https://github.com/chaijs/check-error"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"chokidar@4.0.3","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chromatic@11.29.0","MIT","https://github.com/chromaui/chromatic-cli"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"ci-info@4.3.0","MIT","https://github.com/watson/ci-info"
"citty@0.1.6","MIT","https://github.com/unjs/citty"
"cjs-module-lexer@1.4.3","MIT","https://github.com/nodejs/cjs-module-lexer"
"cjs-module-lexer@2.1.0","MIT","https://github.com/nodejs/cjs-module-lexer"
"class-transformer@0.5.1","MIT","https://github.com/typestack/class-transformer"
"class-validator@0.14.2","MIT","https://github.com/typestack/class-validator"
"class-variance-authority@0.7.1","Apache-2.0","https://github.com/joe-bell/cva"
"classnames@2.5.1","MIT","https://github.com/JedWatson/classnames"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cliui@6.0.0","ISC","https://github.com/yargs/cliui"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clsx@2.1.1","MIT","https://github.com/lukeed/clsx"
"co@4.6.0","MIT","https://github.com/tj/co"
"collect-v8-coverage@1.0.2","MIT","https://github.com/SimenB/collect-v8-coverage"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-support@1.1.3","ISC","https://github.com/isaacs/color-support"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@12.1.0","MIT","https://github.com/tj/commander.js"
"commander@3.0.2","MIT","https://github.com/tj/commander.js"
"commander@4.1.1","MIT","https://github.com/tj/commander.js"
"commander@9.5.0","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.3.1","MIT","https://github.com/sindresorhus/component-emitter"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.8.1","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@2.0.0","MIT","https://github.com/maxogden/concat-stream"
"confbox@0.2.2","MIT","https://github.com/unjs/confbox"
"consola@3.4.2","MIT","https://github.com/unjs/consola"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"content-disposition@1.0.0","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.9.0","MIT","https://github.com/thlorenz/convert-source-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-parser@1.4.7","MIT","https://github.com/expressjs/cookie-parser"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie-signature@1.2.2","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.7.2","MIT","https://github.com/jshttp/cookie"
"cookiejar@2.1.4","MIT","https://github.com/bmeck/node-cookiejar"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"create-jest@29.7.0","MIT","https://github.com/jestjs/jest"
"create-require@1.1.1","MIT","https://github.com/nuxt-contrib/create-require"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypto-random-string@2.0.0","MIT","https://github.com/sindresorhus/crypto-random-string"
"css.escape@1.5.1","MIT","https://github.com/mathiasbynens/CSS.escape"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssstyle@4.6.0","MIT","https://github.com/jsdom/cssstyle"
"csstype@3.1.3","MIT","https://github.com/frenic/csstype"
"cwd@0.10.0","MIT","https://github.com/jonschlinkert/cwd"
"data-urls@5.0.0","MIT","https://github.com/jsdom/data-urls"
"dayjs@1.11.13","MIT","https://github.com/iamkun/dayjs"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@4.4.1","MIT","https://github.com/debug-js/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decimal.js@10.6.0","MIT","https://github.com/MikeMcl/decimal.js"
"decompress-response@6.0.0","MIT","https://github.com/sindresorhus/decompress-response"
"dedent@1.6.0","MIT","https://github.com/dmnd/dedent"
"deep-eql@5.0.2","MIT","https://github.com/chaijs/deep-eql"
"deep-extend@0.6.0","MIT","https://github.com/unclechu/node-deep-extend"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"deepmerge-ts@7.1.5","BSD-3-Clause","https://github.com/RebeccaStevens/deepmerge-ts"
"deepmerge@4.3.1","MIT","https://github.com/TehShrike/deepmerge"
"default-require-extensions@3.0.1","MIT","https://github.com/avajs/default-require-extensions"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-lazy-prop@2.0.0","MIT","https://github.com/sindresorhus/define-lazy-prop"
"defu@6.1.4","MIT","https://github.com/unjs/defu"
"del@6.1.1","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"dequal@2.0.3","MIT","https://github.com/lukeed/dequal"
"destr@2.0.5","MIT","https://github.com/unjs/destr"
"detect-libc@2.0.4","Apache-2.0","https://github.com/lovell/detect-libc"
"detect-newline@3.1.0","MIT","https://github.com/sindresorhus/detect-newline"
"detect-node-es@1.1.0","MIT","https://github.com/thekashey/detect-node"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"didyoumean@1.2.2","Apache-2.0","https://github.com/dcporter/didyoumean.js"
"diff-sequences@29.6.3","MIT","https://github.com/jestjs/jest"
"diff@4.0.2","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"diffable-html@4.1.0","MIT","https://github.com/rayrutjes/diffable-html"
"dir-glob@3.0.1","MIT","https://github.com/kevva/dir-glob"
"dlv@1.1.3","MIT","https://github.com/developit/dlv"
"doctrine@3.0.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-accessibility-api@0.5.16","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-accessibility-api@0.6.3","MIT","https://github.com/eps1lon/dom-accessibility-api"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.3.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.4.2","BSD-2-Clause","https://github.com/fb55/DomHandler"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"dotenv-expand@10.0.0","BSD-2-Clause","https://github.com/motdotla/dotenv-expand"
"dotenv-expand@12.0.1","BSD-2-Clause","https://github.com/motdotla/dotenv-expand"
"dotenv@16.4.7","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dotenv@16.6.1","BSD-2-Clause","https://github.com/motdotla/dotenv"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"eastasianwidth@0.2.0","MIT","https://github.com/komagata/eastasianwidth"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"effect@3.16.12","MIT","https://github.com/Effect-TS/effect"
"electron-to-chromium@1.5.188","ISC","https://github.com/kilian/electron-to-chromium"
"email-validator@2.0.4","MIT","https://github.com/manishsaraan/email-validator"
"emittery@0.13.1","MIT","https://github.com/sindresorhus/emittery"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"emoji-regex@9.2.2","MIT","https://github.com/mathiasbynens/emoji-regex"
"encodeurl@2.0.0","MIT","https://github.com/pillarjs/encodeurl"
"encoding@0.1.13","MIT","https://github.com/andris9/encoding"
"end-of-stream@1.4.5","MIT","https://github.com/mafintosh/end-of-stream"
"enquire.js@2.1.6","MIT","https://github.com/WickyNilliams/enquire.js"
"entities@1.1.2","BSD-2-Clause","https://github.com/fb55/entities"
"entities@2.2.0","BSD-2-Clause","https://github.com/fb55/entities"
"entities@6.0.1","BSD-2-Clause","https://github.com/fb55/entities"
"env-paths@2.2.1","MIT","https://github.com/sindresorhus/env-paths"
"err-code@2.0.3","MIT","https://github.com/IndigoUnited/js-err-code"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-module-lexer@1.7.0","MIT","https://github.com/guybedford/es-module-lexer"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"es6-error@4.1.1","MIT","https://github.com/bjyoungblood/es6-error"
"esbuild-register@3.6.0","MIT",""
"esbuild@0.18.20","MIT","https://github.com/evanw/esbuild"
"esbuild@0.21.5","MIT","https://github.com/evanw/esbuild"
"esbuild@0.25.8","MIT","https://github.com/evanw/esbuild"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@2.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@5.2.0","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.4.20","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-plugin-storybook@0.11.6","MIT","https://github.com/storybookjs/eslint-plugin-storybook"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.31.0","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"esquery@1.6.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"estree-walker@2.0.2","MIT","https://github.com/Rich-Harris/estree-walker"
"estree-walker@3.0.3","MIT","https://github.com/Rich-Harris/estree-walker"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"eventsource-parser@3.0.3","MIT","https://github.com/rexxars/eventsource-parser"
"eventsource@3.0.7","MIT","git://git@github.com/EventSource/eventsource"
"execa@5.1.1","MIT","https://github.com/sindresorhus/execa"
"exit-x@0.2.2","MIT","https://github.com/gruntjs/node-exit-x"
"exit@0.1.2","MIT","https://github.com/cowboy/node-exit"
"expand-template@2.0.3","(MIT OR WTFPL)","https://github.com/ralphtheninja/expand-template"
"expand-tilde@1.2.2","MIT","https://github.com/jonschlinkert/expand-tilde"
"expect-playwright@0.8.0","MIT","https://github.com/playwright-community/expect-playwright"
"expect-type@1.2.2","Apache-2.0","https://github.com/mmkal/expect-type"
"expect@29.7.0","MIT","https://github.com/jestjs/jest"
"expect@30.0.5","MIT","https://github.com/jestjs/jest"
"express-rate-limit@7.5.1","MIT","https://github.com/express-rate-limit/express-rate-limit"
"express@5.1.0","MIT","https://github.com/expressjs/express"
"exsolve@1.0.7","MIT","https://github.com/unjs/exsolve"
"fast-check@3.23.2","MIT","https://github.com/dubzzz/fast-check"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-glob@3.3.3","MIT","https://github.com/mrmlnc/fast-glob"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fast-safe-stringify@2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fastq@1.19.1","ISC","https://github.com/mcollina/fastq"
"fb-watchman@2.0.2","Apache-2.0","https://github.com/facebook/watchman"
"fdir@6.4.6","MIT","https://github.com/thecodrr/fdir"
"fflate@0.8.2","MIT","https://github.com/101arrowz/fflate"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"file-system-cache@2.3.0","MIT","https://github.com/philcockfield/file-system-cache"
"file-type@21.0.0","MIT","https://github.com/sindresorhus/file-type"
"file-uri-to-path@1.0.0","MIT","https://github.com/TooTallNate/file-uri-to-path"
"filesize@10.1.6","BSD-3-Clause","https://github.com/avoidwork/filesize.js"
"fill-range@7.1.1","MIT","https://github.com/jonschlinkert/fill-range"
"finalhandler@2.1.0","MIT","https://github.com/pillarjs/finalhandler"
"find-cache-dir@3.3.2","MIT","https://github.com/avajs/find-cache-dir"
"find-file-up@0.1.3","MIT","https://github.com/jonschlinkert/find-file-up"
"find-pkg@0.1.2","MIT","https://github.com/jonschlinkert/find-pkg"
"find-process@1.4.11","MIT","https://github.com/yibn2008/find-process"
"find-up-simple@1.0.1","MIT","https://github.com/sindresorhus/find-up-simple"
"find-up@4.1.0","MIT","https://github.com/sindresorhus/find-up"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.3.3","ISC","https://github.com/WebReflection/flatted"
"follow-redirects@1.15.9","MIT","https://github.com/follow-redirects/follow-redirects"
"for-each@0.3.5","MIT","https://github.com/Raynos/for-each"
"foreground-child@2.0.0","ISC","https://github.com/tapjs/foreground-child"
"foreground-child@3.3.1","ISC","https://github.com/tapjs/foreground-child"
"form-data@4.0.4","MIT","https://github.com/form-data/form-data"
"formidable@3.5.4","MIT","https://github.com/node-formidable/formidable"
"forwarded@0.2.0","MIT","https://github.com/jshttp/forwarded"
"fraction.js@4.3.7","MIT","https://github.com/rawify/Fraction.js"
"fresh@2.0.0","MIT","https://github.com/jshttp/fresh"
"fromentries@1.3.2","MIT","https://github.com/feross/fromentries"
"fs-constants@1.0.0","MIT","https://github.com/mafintosh/fs-constants"
"fs-exists-sync@0.1.0","MIT","https://github.com/jonschlinkert/fs-exists-sync"
"fs-extra@11.1.1","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-extra@11.3.0","MIT","https://github.com/jprichardson/node-fs-extra"
"fs-minipass@2.1.0","ISC","https://github.com/npm/fs-minipass"
"fs.realpath@1.0.0","ISC","https://github.com/isaacs/fs.realpath"
"fsevents@2.3.2","MIT","https://github.com/fsevents/fsevents"
"fsevents@2.3.3","MIT","https://github.com/fsevents/fsevents"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gauge@4.0.4","ISC","https://github.com/npm/gauge"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-caller-file@2.0.5","ISC","https://github.com/stefanpenner/get-caller-file"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-nonce@1.0.1","MIT","https://github.com/theKashey/get-nonce"
"get-package-type@0.1.0","MIT","https://github.com/cfware/get-package-type"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"get-stream@6.0.1","MIT","https://github.com/sindresorhus/get-stream"
"giget@2.0.0","MIT","https://github.com/unjs/giget"
"github-from-package@0.0.0","MIT","https://github.com/substack/github-from-package"
"glob-parent@5.1.2","ISC","https://github.com/gulpjs/glob-parent"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"glob@10.4.5","ISC","https://github.com/isaacs/node-glob"
"glob@11.0.3","ISC","https://github.com/isaacs/node-glob"
"glob@7.2.3","ISC","https://github.com/isaacs/node-glob"
"global-modules@0.2.3","MIT","https://github.com/jonschlinkert/global-modules"
"global-prefix@0.1.5","MIT","https://github.com/jonschlinkert/global-prefix"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globby@11.1.0","MIT","https://github.com/sindresorhus/globby"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"graphemer@1.4.0","MIT","https://github.com/flmnt/graphemer"
"handlebars@4.7.8","MIT","https://github.com/handlebars-lang/handlebars.js"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-property-descriptors@1.0.2","MIT","https://github.com/inspect-js/has-property-descriptors"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"has-unicode@2.0.1","ISC","https://github.com/iarna/has-unicode"
"hasha@5.2.2","MIT","https://github.com/sindresorhus/hasha"
"hasown@2.0.2","MIT","https://github.com/inspect-js/hasOwn"
"helmet@8.1.0","MIT","https://github.com/helmetjs/helmet"
"homedir-polyfill@1.0.3","MIT","https://github.com/doowb/homedir-polyfill"
"hosted-git-info@2.8.9","ISC","https://github.com/npm/hosted-git-info"
"hosted-git-info@7.0.2","ISC","https://github.com/npm/hosted-git-info"
"html-encoding-sniffer@4.0.0","MIT","https://github.com/jsdom/html-encoding-sniffer"
"html-escaper@2.0.2","MIT","https://github.com/WebReflection/html-escaper"
